Time (s),Amplitude
0.012925380360251572,18136.01954101911
0.013868641984410547,16218.188135567641
0.014796182581500207,16164.915040971773
0.015786607286867132,14140.537446328559
0.01704428945241243,10731.059392192623
0.01798755107657141,9345.958932699901
0.01899369680900765,10358.147730021501
0.020235657947483637,7907.585378611297
0.021257524706989193,8493.589419165914
0.022122181195801588,5723.388500180463
0.023301258226000307,7747.766094823677
0.024307403958436547,5243.930648817597
0.02525772730408181,4980.425781083326
0.026277649194259203,2580.7622359304623
0.027494975321245126,3605.8612260928494
0.02851489721142252,4444.57858168026
0.02950191839546516,2743.846166183568
0.030390237461103534,647.0527772150472
0.03173916641262847,1392.5793155149659
0.032462981947593075,437.37343831819635
0.03348290383777047,181.09869077759868
0.03470022996475639,157.80098645572616
0.03572015185493379,-354.74850862546737
0.03693747798191971,-284.85539565985164
0.03792449916596235,-168.36687405048906
0.03887861964387024,-191.66457837236158
0.03986564082791287,-191.66457837236158
0.04121456977943781,-261.5576913379791
0.04203708743280668,-424.6416215910849
0.04308991002911883,-587.7255518441925
0.044109831919296225,-634.3209604879376
0.045294257340147394,-774.1071864191726
0.046083874287381504,-890.5957080285352
0.04716959758982841,-1053.6796382816428
0.048222420186140556,-1170.1681598910036
0.049275242782452704,-1263.3589771784937
