Time (s),Amplitude
-3.564473789431123e-05,10541.25441036146
0.0012328675218867269,10100.972847713376
0.0025386889657789723,9782.148267864763
0.0036952736732263902,9949.151619214037
0.005038404301229841,9949.151619214037
0.006269607376899673,9524.052179415885
0.0075754288207919174,9250.773968117073
0.008806631896461749,8901.585142568592
0.010000525788020373,8628.30693126978
0.011269038047801412,8901.585142568592
0.012500241123471244,8825.674528318923
0.013843371751474693,8339.846597121035
0.014999956458922112,8096.932631522093
0.016268468718703147,7899.565034472951
0.01753698097848419,7778.10805167348
0.01884280242237643,7899.565034472951
0.020111314682157475,7717.379560273743
0.021305208573716095,7292.280120475592
0.022648339201719547,7216.369506225923
0.023804923909166963,7049.366154876649
0.025073436168948006,6897.54492637731
0.026304639244617838,6958.273417777045
0.0277223882408437,6684.995206478234
0.028916282132402327,6381.352749479554
0.030035557655738537,6381.352749479554
0.03149061583607561,6244.7136438301495
0.032647200543523026,6077.710292480875
0.03391571280330406,6077.710292480875
0.035146915878973894,5895.524818281667
0.03641542813875493,5713.33934408246
0.03764663121442476,5698.157221232526
0.038999464436021807,5486.76934312595
0.04022436173409538,5383.690719565873
0.041416153699788585,5337.877997983616
0.04277347232738362,5154.627111654589
0.04403147495783756,5074.45484888564
0.04525637225591113,4971.376225325561
0.046547480218745434,4765.2189782054065
0.04770616685205827,4742.312617414278
0.04896416948251221,4696.499895832021
0.050222172112966146,4524.702189898557
0.051480174743420086,4421.62356633848
0.05270507204149366,4329.998123173966
0.054029285336708324,4181.106778031632
0.055386603964303366,4181.106778031632
0.056545290597616205,4158.200417240503
0.057869503892830874,3952.043170120347
0.05902819052614371,3917.6836289336534
0.06038550915373875,3848.96454656027
0.06164351178419269,3757.339103395755
0.06283530374988588,3780.2454641868835
0.06406020104795947,3642.8072994401136
0.0653182036784134,3482.4627739022144
0.06664241697362808,3482.4627739022144
0.06790041960408201,3471.00959350665
0.06919152756691632,3322.118248364315
0.07038331953260951,3299.2118875731867
0.07157511149830273,3196.1332640131086
0.07289932479351739,3081.601460057467
0.07411764124715306,3112.0060903027606
0.0754492112828967,2997.7406393795736
0.07668566917323008,2892.2648385274006
0.0778270149181532,2874.6855383853717
0.07912688090542676,2821.947637959285
0.08045845094117039,2804.3683378172564
0.08175831692844396,2760.4200874621847
0.08289966267336707,2628.575336396968
0.08423123270911072,2584.6270860418963
0.08540428250250393,2610.996036254939
0.08660903634436722,2584.6270860418963
0.08790890233164077,2461.5719850476944
0.08924047236738442,2426.4133847636367
0.0904452262092477,2373.67548433755
0.09171338814805118,2373.67548433755
0.09304495818379482,2364.885834266536
0.09424971202565811,2259.410033414363
0.09558128206140175,2162.723882633205
0.09672262780632487,2189.092832846248
0.09805419784206851,2206.6721329882766
0.0992906557324019,2109.9859822071185
0.10062222576814553,2083.6170319940757
0.10179527556153875,2039.668781639003
0.10312684559728238,2013.2998314259603
0.10429989539067559,2013.2998314259603
0.10556805732947906,1934.19298078683
0.10688336857940815,1870.7676032776935
0.10805151387911538,1870.7676032776935
0.10933946895315155,1863.5760714014095
0.11059747158360549,1892.3421989065473
0.11188542665764166,1827.6184120199869
0.1131434292880956,1755.7030932571415
0.11434152703138507,1784.4692207622793
0.11565943454900347,1806.043816391133
0.1168275798487107,1791.6607526385642
0.11814548736632911,1748.5115613808575
0.1194334424403653,1690.979306370581
0.120661492627237,1705.36237012315
0.12191949525769093,1762.8946251334264
0.12317749788814487,1719.7454338757188
0.12440554807501657,1633.4470513603046
0.12569350314905275,1640.6385832365895
0.12692155333592445,1640.6385832365895
0.12820950840996062,1676.5962426180122
0.1294974634839968,1640.6385832365895
0.13075546611445074,1568.7232644737442
0.13201346874490466,1575.914796350029
0.13324151893177638,1597.4893919788828
0.13452947400581255,1547.1486688448913
0.13566766686193754,1511.1910094634686
0.1369256694923915,1432.0841588243384
0.1382693281968315,1466.826089248831
0.13956411452993028,1466.826089248831
0.14074119301456553,1430.8684298674084
0.14197712542343258,1352.960167874326
0.1432130578322996,1311.0095652626665
0.14453727112751427,1346.9672246440891
0.1457732035363813,1328.9883949533773
0.14709741683159597,1275.0519058812438
0.14833334924046299,1227.1083600393472
0.14953985468721415,1209.1295303486354
0.15080521405819705,1233.1013032695842
0.15201171950494818,1203.1365871183984
0.15333593280016286,1149.2000980462649
0.15457186520902988,1095.2636089741304
0.15589607850424456,1119.2353818950792
0.15713201091311157,1131.221268355553
0.15833851635986274,1107.2494954346053
0.15954502180661387,1053.3130063624712
0.1609575159881762,999.3765172903372
0.16213459447281145,1023.3482902112855
0.16342938080591024,1053.3130063624712
0.1646653132147773,987.3906308298633
0.1660483804342237,939.4470849879663
0.16713717803251132,945.4400282182037
0.16838999850746741,959.3606735116482
0.16967147264341856,964.2882046120653
0.17095294677936967,900.2303003066422
0.17219098111410214,836.1723960012191
0.17347245525005325,855.8825204028876
0.17473220948539506,880.5201759049733
0.17594852391951815,865.7375826037219
0.17720827815485993,801.6796782982988
0.17846803239020173,757.3318983945442
0.1797277866255435,796.7521471978816
0.181030980662104,801.6796782982988
0.18224729509622709,781.9695538966303
0.18346360953035018,717.9116495912072
0.18478852346752,693.2739940891211
0.18604827770286178,727.7667117920414
0.18724287223637556,722.8391806916243
