hit_id,hit_index,t0_s,t1_s,fn_hz,zeta,snr_db,env_fit_r2,env_log_c,env_log_m,reject_reason,fit_t0_s,fit_t1_s
1,106024,2.364172335600907,3.364172335600907,796.728515625,0.0004985799785565474,17.362595586095033,0.976002941451601,-2.048986754846599,-2.4958878343247055,,2.564172335600907,2.814172335600907
2,238779,5.374489795918367,6.374489795918367,796.728515625,0.00045039649683940267,15.23406960325277,0.9847070697241387,-2.083093767157891,-2.2546816667978864,,5.5744897959183675,5.801632653061224
3,361678,8.161315192743764,9.161315192743764,796.728515625,0.0005346485443529476,19.153743159806893,0.9798798008433734,-2.0062385779784178,-2.676446818729582,,8.361315192743765,8.689931972789116
4,494938,11.183083900226757,12.183083900226757,796.728515625,0.0005012632108019586,17.21567449332165,0.9667862396009435,-2.061034585569189,-2.509320075902834,,11.383083900226758,11.627437641723356
5,627213,14.18251700680272,15.18251700680272,796.728515625,0.0005011142552488531,16.70421658511553,0.974975692889291,-2.0319943664358755,-2.508574405461097,,14.382517006802722,14.627052154195011
6,759686,17.186439909297054,18.186439909297054,796.728515625,0.0005253712076389625,18.06867074840618,0.9847785634876173,-1.9530059798782375,-2.630004536978906,,17.386439909297053,17.68498866213152
7,895837,20.273764172335603,21.273764172335603,796.728515625,0.0005329090490629795,19.02961384671904,0.990089970675822,-1.9336259197303818,-2.6677389176528763,,20.473764172335603,20.81467120181406
8,1029524,23.305215419501135,24.305215419501135,796.728515625,0.0005015218231616862,17.11060574237584,0.9715277132712825,-2.101622836281616,-2.510614687540306,,23.505215419501134,23.749569160997734
9,1159517,26.252902494331067,27.252902494331067,796.728515625,0.0005307142233191533,18.888706656279744,0.9860391564924379,-2.0054939292460707,-2.656751635555552,,26.452902494331067,26.781292517006804
10,1292903,29.277528344671204,30.277528344671204,796.728515625,0.0005308519527448056,17.82624617385963,0.9727319724466404,-1.9209771113513392,-2.657441108082928,,29.477528344671203,29.74015873015873
11,1428210,32.34571428571429,33.34571428571429,796.728515625,0.0005397046295003189,19.620216081926934,0.9852965370955468,-1.9624713050856386,-2.701757545095227,,32.54571428571429,32.886757369614514
12,1557164,35.269841269841265,36.269841269841265,796.728515625,0.0005323221837392859,18.76915280954644,0.9864278519406786,-1.947932155626114,-2.6648010740073405,,35.46984126984127,35.79845804988662
