hit_id,hit_index,t0_s,t1_s,fn_hz,zeta,snr_db,env_fit_r2,env_log_c,env_log_m,reject_reason,fit_t0_s,fit_t1_s
1,190277,4.2746712018140585,5.2746712018140585,398.3642578125,-0.0009359723121449362,8.360691441902064,0.7237436200706535,-2.8378133481081127,2.3427353760880725,bad_zeta,4.674671201814059,4.675034013605442
2,398903,9.005419501133787,10.005419501133787,398.3642578125,0.01186062249576024,6.176700925519615,0.9991531546382107,-2.63114167900801,-29.687096020572007,,9.405419501133787,9.40578231292517
3,596780,13.492426303854876,14.492426303854876,398.3642578125,-0.0019275682884734094,8.765285515885509,0.9191278565867328,-2.473870479107702,4.824696586252139,bad_zeta,13.892426303854876,13.89278911564626
4,769655,17.412494331065762,18.412494331065762,398.3642578125,0.000497906154085473,6.940205655011979,0.47417900567426097,-2.464425361656451,-1.2462573369022572,low_r2,17.81249433106576,17.812857142857144
5,933765,21.133809523809525,22.133809523809525,398.3642578125,-0.0055379177651954485,7.763113848111363,0.988968404136838,-2.749445881951005,13.861388515498053,bad_zeta,21.533809523809524,21.534172335600907
6,1147678,25.984444444444446,26.984444444444446,398.3642578125,-0.0017466841206354856,7.303132032345251,0.879315346343654,-2.469359072078529,4.371944156004463,bad_zeta,26.384444444444444,26.384807256235828
7,1366317,30.942244897959185,31.942244897959185,398.3642578125,-0.004264810581874036,8.609210673229233,0.9794861985343531,-2.554919799587525,10.674805753146995,bad_zeta,31.342244897959183,31.342607709750567
8,1557687,35.28170068027211,36.28170068027211,398.3642578125,-0.0006261657466030597,7.025536473507948,0.5408270156937577,-2.438931551360152,1.5672906418565409,bad_zeta,35.68170068027211,35.68206349206349
9,1748732,39.61378684807256,40.61378684807256,398.3642578125,-0.004433918634011154,8.35191228246865,0.9839937252021673,-2.590222887712823,11.098082607582006,bad_zeta,40.013786848072556,40.01414965986394
10,1931766,43.764217687074826,44.764217687074826,398.3642578125,-0.00025614368008792615,8.038515094197793,0.16219871785108397,-2.5823429741749404,0.6411267223580521,bad_zeta,44.164217687074824,44.16458049886621
11,2119871,48.02963718820862,49.02963718820862,398.3642578125,0.0012949139564982946,7.732751917605867,0.8493726096805913,-2.191986414937038,-3.2411650382334853,low_r2,48.429637188208616,48.43
