Frequency (Hz),Magnitude
0.0,290.82247239662263
9.547521108465036,1393.8197871145462
19.09504221693007,936.3907845058176
28.64256332539511,646.7484499210773
38.19008443386014,361.7218526825418
47.73760554232518,252.0885484545653
57.28512665079022,170.16161862337856
66.83264775925525,96.4229111065326
76.38016886772029,41.15164690215195
85.92768997618532,55.782480194555795
95.47521108465035,81.7540656703492
105.02273219311539,103.90384378757736
114.57025330158044,115.00927942364912
124.11777441004547,130.9478594979849
133.6652955185105,113.28570382054059
143.21281662697552,97.14029994379302
152.76033773544057,75.1299960067681
162.30785884390562,62.215950846624004
171.85537995237064,57.442083204749785
181.4029010608357,35.5691664887137
190.9504221693007,14.813589883142672
200.49794327776576,41.07203776116174
210.04546438623078,47.367992559161685
219.59298549469582,50.64066911933188
229.14050660316087,44.599475635230306
238.6880277116259,44.33366876939012
248.23554882009094,50.41051925425748
257.78306992855596,48.646065244502054
267.330591037021,48.36690363262917
276.87811214548606,55.70783194090781
286.42563325395105,59.871047160832745
295.9731543624161,39.01847941643814
305.52067547088114,11.996948861786162
315.0681965793462,7.108737504396689
324.61571768781124,21.09131990260463
334.16323879627623,27.333672043512756
343.7107599047413,26.4250761171252
353.25828101320633,27.910545591032434
362.8058021216714,32.96339089058487
372.35332323013637,34.7483543027959
381.9008443386014,32.03122036810172
391.44836544706646,20.620283012909773
400.9958865555315,14.038279690702852
410.54340766399656,16.236985621517213
420.09092877246155,15.578805312362183
429.6384498809266,15.60968480951068
439.18597098939165,6.664935799929664
448.7334920978567,13.92414800657829
458.28101320632175,28.435510086650833
467.82853431478674,36.397185661299275
477.3760554232518,33.4248732631394
486.92357653171683,23.129331826963025
496.4710976401819,11.39204096088578
506.0186187486469,6.307213160751698
515.5661398571119,19.13185571697967
525.113660965577,22.229936344040507
534.661182074042,22.25581857138972
544.2087031825071,21.944191045245283
553.7562242909721,22.893522791234904
563.3037453994372,23.946764015285083
572.8512665079021,27.87332605188917
582.3987876163671,26.382380770312878
591.9463087248322,12.947851395160725
601.4938298332972,6.666710178702521
611.0413509417623,15.259213398828784
620.5888720502273,16.059729175194835
630.1363931586924,17.37709978718679
639.6839142671574,20.187578831977923
649.2314353756225,31.201851925852182
658.7789564840874,32.61335339486642
668.3264775925525,34.385971118628085
677.8739987010175,31.267281783776532
687.4215198094826,19.304612764741375
696.9690409179476,15.905925666427386
706.5165620264127,15.125107831746604
716.0640831348777,15.940959665763398
725.6116042433428,18.77811127539592
735.1591253518078,21.77615784601285
744.7066464602727,19.557519886420977
754.2541675687378,24.328110716490432
763.8016886772028,32.848003520659034
773.3492097856679,40.45318885858548
782.8967308941329,42.723308883580344
792.444252002598,33.067079085629985
801.991773111063,31.375648058874187
811.5392942195281,29.583450393745416
821.0868153279931,27.810962763392368
830.634336436458,22.680418368871774
840.1818575449231,8.219270160411561
849.7293786533882,8.694322629088994
859.2768997618532,15.84709457913908
868.8244208703182,28.49129074088098
878.3719419787833,42.03274637933799
887.9194630872483,59.495655510496775
897.4669841957134,71.91439727323008
907.0145053041784,81.0141284790911
916.5620264126435,124.55646337087178
926.1095475211084,159.6138113023023
935.6570686295735,219.77357034568323
945.2045897380385,310.2728765968228
954.7521108465036,373.8078240399548
964.2996319549686,318.7707296365352
973.8471530634337,227.34775918117106
983.3946741718987,170.94188576301414
992.9421952803638,148.83227286958206
1002.4897163888288,122.48338771605594
1012.0372374972937,130.15386416907208
1021.5847586057588,139.9208005524781
1031.1322797142238,133.01028668200874
1040.679800822689,113.9523775860355
1050.227321931154,90.52376395454539
1059.7748430396189,68.78864664611177
1069.322364148084,50.67613582880024
1078.869885256549,32.51049821872216
1088.4174063650141,29.118377272313186
1097.964927473479,33.10851107594263
1107.5124485819442,43.5513970882654
1117.0599696904092,48.97976252276744
1126.6074907988743,47.59639942770384
1136.1550119073393,60.03939870807383
1145.7025330158042,66.9778532925973
1155.2500541242694,65.99985498134885
1164.7975752327343,46.4523359898497
1174.3450963411995,44.95362224330395
1183.8926174496644,64.40312251197025
1193.4401385581295,71.26270467796213
1202.9876596665945,65.83198072787918
1212.5351807750596,59.71664175568327
1222.0827018835246,73.30187681218682
1231.6302229919895,92.48065062496362
1241.1777441004547,98.97136546520615
1250.7252652089196,84.39966534091047
1260.2727863173848,53.04362126820472
1269.8203074258497,25.288598261137754
1279.3678285343149,10.218502906303055
1288.9153496427798,7.365831567458896
1298.462870751245,7.939320168902074
1308.01039185971,4.0793461947215315
1317.5579129681748,3.164268015223514
1327.10543407664,8.074528913496332
1336.652955185105,14.862139181246507
1346.20047629357,18.33158685503516
1355.747997402035,16.0179198968115
1365.2955185105002,14.240052706495561
1374.8430396189651,17.68132067030168
1384.3905607274303,19.962067103915988
1393.9380818358952,21.066263339178395
1403.4856029443602,23.323707432649453
1413.0331240528253,22.529825916122935
1422.5806451612902,17.817200640377113
1432.1281662697554,12.968230180317365
1441.6756873782203,9.747403633326671
1451.2232084866855,7.661872362298438
1460.7707295951504,7.099497031231193
1470.3182507036156,9.301808325471358
1479.8657718120805,8.412932986663842
1489.4132929205455,4.08917147475009
1498.9608140290106,10.775358776635581
1508.5083351374756,18.26508463969711
1518.0558562459407,24.076421081827554
1527.6033773544057,23.09122114517574
1537.1508984628708,18.77209481909263
1546.6984195713358,23.43979243841287
1556.245940679801,28.63558511303995
1565.7934617882659,28.943373381534037
1575.3409828967308,24.55598140986127
1584.888504005196,26.178287919639686
1594.436025113661,28.65670550974195
1603.983546222126,20.28086816653826
1613.531067330591,18.792034948811622
1623.0785884390561,29.543593108947928
1632.626109547521,28.945711653276007
1642.1736306559862,23.79459147147325
1651.7211517644512,22.515298859360186
1661.268672872916,20.78581831038645
1670.8161939813813,22.515160701798642
1680.3637150898462,23.95080816752555
1689.9112361983114,18.45876862771404
1699.4587573067763,18.150990333517935
1709.0062784152415,22.78895471694342
1718.5537995237064,17.633030472171868
1728.1013206321716,9.198310979550836
1737.6488417406365,3.99463158064903
1747.1963628491014,4.7742961896299185
1756.7438839575666,13.26181587410492
1766.2914050660315,19.394475103296436
1775.8389261744967,23.938927016585087
1785.3864472829616,30.881240986831372
1794.9339683914268,35.69301753727598
1804.4814894998917,36.72095725519938
1814.0290106083569,32.02185499121392
1823.5765317168218,23.48250965409058
1833.124052825287,12.340626430670868
1842.671573933752,2.742800525171453
1852.2190950422168,14.693061270114885
1861.766616150682,25.11349698182137
1871.314137259147,39.64713197032563
1880.861658367612,47.63840685895628
1890.409179476077,35.62413151174025
1899.9567005845422,11.353657860834147
1909.5042216930071,22.558714337929544
1919.0517428014723,50.48236028970443
1928.5992639099372,56.46925764854869
1938.1467850184022,37.05683913256464
1947.6943061268673,8.481356577577966
1957.2418272353323,14.971725724100672
1966.7893483437974,31.59865978627034
1976.3368694522624,34.34742664879416
1985.8843905607275,26.183643785723305
1995.4319116691925,20.13014588461473
2004.9794327776576,27.686345316757713
2014.5269538861226,31.93639998029237
2024.0744749945875,32.74777289961877
2033.6219961030527,34.0352608074507
2043.1695172115176,38.44912173042821
2052.7170383199827,37.874225091906936
2062.2645594284477,31.9162971341648
2071.8120805369126,33.11143995838607
2081.359601645378,38.6008675802898
2090.907122753843,41.70045927680264
2100.454643862308,39.68440229819408
2110.002164970773,28.679690078858265
2119.5496860792377,8.27324329278811
2129.097207187703,37.01659313239998
2138.644728296168,51.35515024992519
2148.192249404633,51.833636568122586
2157.739770513098,61.73806635504467
2167.2872916215633,79.26358004701558
2176.8348127300283,101.72554323622904
2186.382333838493,128.12667060464742
2195.929854946958,154.0209143980146
2205.477376055423,157.76228059462525
2215.0248971638885,135.02329689461635
2224.5724182723534,106.97523762961508
2234.1199393808183,87.8501762203169
2243.6674604892833,73.41496461371302
2253.2149815977486,61.217832609259546
2262.7625027062136,50.6586672361922
2272.3100238146785,39.795382271836935
2281.8575449231435,30.902657255645632
2291.4050660316084,24.949997049907566
2300.952587140074,19.530197680862667
2310.5001082485387,13.051726727971264
2320.0476293570036,7.487159296888025
2329.5951504654686,5.216206498929652
2339.142671573934,9.274717678378297
2348.690192682399,12.429770483428639
2358.237713790864,15.335561879770447
2367.7852348993288,15.102725729723655
2377.3327560077937,12.015112698578003
