Frequency (Hz),Magnitude
0.0,0.0003528166529500836
2.59320239915324,643.8439978190205
5.18640479830648,335.5891565096816
7.77960719745972,161.06438961952267
10.37280959661296,225.78236234269497
12.9660119957662,204.76424737057582
15.55921439491944,148.95052772781696
18.15241679407268,151.13431867151934
20.74561919322592,164.47300207317812
23.338821592379162,140.51773447997098
25.9320239915324,120.00903289082355
28.52522639068564,128.55763870604804
31.11842878983888,123.79145963059744
33.71163118899212,103.2143240536364
36.30483358814536,101.92793967281827
38.8980359872986,108.69970932465029
41.49123838645184,98.40635174169321
44.08444078560508,88.7790094680358
46.677643184758324,90.5574853562452
49.27084558391156,86.28805175992986
51.8640479830648,75.95887234079504
54.45725038221804,72.05095034629416
57.05045278137128,69.62099601012123
59.64365518052452,65.31625231651499
62.23685757967776,59.68710834744015
64.830059978831,55.48715125105123
67.42326237798424,52.557247654629855
70.01646477713749,45.71253248080625
72.60966717629071,37.78645925784762
75.20286957544396,33.408753233085555
77.7960719745972,28.211536047002078
80.38927437375044,22.260704851563286
82.98247677290368,16.90831917144777
85.57567917205692,15.340994054277996
88.16888157121016,11.639397971146536
90.7620839703634,9.848964648828547
93.35528636951665,9.905528968753497
95.94848876866988,11.005722685354064
98.54169116782312,11.095874501361399
101.13489356697636,13.203971777248553
103.7280959661296,14.807243120891869
106.32129836528284,14.707292590219996
108.91450076443608,16.558529824311034
111.50770316358933,17.27408723267223
114.10090556274255,17.683685977358177
116.6941079618958,18.81376888218301
119.28731036104904,19.617542041900602
121.88051276020228,20.67283289128832
124.47371515935552,23.533661418590494
127.06691755850876,21.14937017259592
129.660119957662,20.93138756441317
132.25332235681523,26.25720303014202
134.8465247559685,24.643580135807767
137.43972715512172,21.175359372823767
140.03292955427497,30.122619008612464
142.6261319534282,33.88667060861906
145.21933435258143,25.169642448938415
147.81253675173468,34.68873056507943
150.4057391508879,39.71201540258496
152.99894155004117,30.931845548970667
155.5921439491944,35.648943279763316
158.18534634834765,39.01373475983338
160.77854874750088,33.954947410338406
163.37175114665413,35.14754238337556
165.96495354580736,37.198714072961884
168.5581559449606,34.469978814827186
171.15135834411385,33.033012441437904
173.74456074326707,33.909819663283756
176.33776314242033,33.91402852116106
178.93096554157356,31.703122209885503
181.5241679407268,30.028573163364953
184.11737033988004,30.75325625483488
186.7105727390333,29.353514688178247
189.30377513818652,26.20281233165823
191.89697753733975,25.388706159737655
194.490179936493,25.103786928116367
197.08338233564623,22.111152531681846
199.6765847347995,20.329558514442546
202.26978713395272,20.275624306111435
204.86298953310597,17.899967416626986
207.4561919322592,17.229808036938405
210.04939433141243,16.67723837933185
212.64259673056569,14.819824003882427
215.2357991297189,14.077034930524205
217.82900152887217,13.103062401042283
220.4222039280254,11.27139657848573
223.01540632717865,9.609106450279713
225.60860872633188,7.157872827430262
228.2018111254851,4.508890347421948
230.79501352463836,3.551470253809871
233.3882159237916,1.0731814054155653
235.98141832294485,1.3970799392499047
238.57462072209808,1.5253822728887465
241.16782312125133,2.601041392783487
243.76102552040456,4.1553859086622325
246.35422791955781,5.957944935150558
248.94743031871104,7.338134495353148
251.54063271786427,9.199435346373663
254.13383511701753,11.713977526562273
256.72703751617075,14.422953737526525
259.320239915324,15.605371073782871
261.91344231447727,17.521194232928167
264.50664471363046,20.631061337017208
267.0998471127837,22.728838184402694
269.693049511937,22.980834041887277
272.2862519110902,24.920024144170977
274.87945431024343,26.680944613492557
277.4726567093967,26.76352622354389
280.06585910854994,27.094453808190224
282.65906150770314,26.71159881911277
285.2522639068564,26.99386602202009
287.84546630600965,28.272838939398365
290.43866870516285,28.84786659440032
293.0318711043161,28.110345568694918
295.62507350346937,29.077028806287924
298.2182759026226,30.4854044410435
