Time (s),Amplitude
0.019428220923109606,28846.9222164136
0.019957290018447253,5314.1093511782165
0.02041581656773988,22536.861984410425
0.021050699482145052,3012.7932665652916
0.022108837672820344,14445.13768690046
0.023272789682563164,10956.045558616352
0.024048757689058377,6130.705381202155
0.02489526824159861,2790.0852583769447
0.025847592613206374,3829.38929658923
0.0288456508201197,2344.669242000251
0.030538671925200166,2715.8492556474957
0.03110301229356032,2641.613252918047
0.03191425157307805,3532.4452856714342
0.0328313046716633,4052.097304777577
0.03413634177349616,3680.917291130332
0.026976273349926683,1973.489228352999
0.02771697008339939,1899.25322562355
